Date,Close,High,Low,Open,Volume
,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS
2020-12-28,181.04010009765625,182.6949456459513,180.61457127105913,181.30015591271032,9451758
2020-12-29,182.03302001953125,184.63349173409597,181.13467813123066,181.56020698051947,22918252
2020-12-30,181.7493133544922,182.78950772064275,180.9928096726652,182.03300403881576,14376870
2020-12-31,182.62403869628906,183.2623391930882,180.23633858983231,180.23633858983231,12789210
2021-01-01,183.4987335205078,184.75168512111216,182.05664517111873,182.05664517111873,10084672
2021-01-04,187.42308044433594,188.15594929141187,183.35688553873788,184.39707996660312,19511442
2021-01-05,192.1039276123047,193.75877321123116,186.05192662215993,186.33561732494047,50313494
2021-01-06,192.15121459960938,197.35215798627212,190.68549130481904,191.4892792362195,44972600
2021-01-07,192.31668090820312,195.2717620530741,190.94552614280443,194.91715231568958,24689510
2021-01-08,203.40415954589844,204.5625427451212,192.553095361612,192.67129861229438,81986460
2021-01-11,211.25283813476562,213.238658464168,205.67365062508443,206.14646361502716,94668036
2021-01-12,216.40652465820312,217.8485985951113,209.17247680702098,211.7965977210304,44268930
2021-01-13,217.02117919921875,221.01645504544473,214.0897326627929,217.9668052523744,58380386
2021-01-14,214.8226318359375,220.33090148729784,203.3096301277641,213.7115181808125,143103614
2021-01-15,207.35215759277344,217.2103125847362,206.4301808014632,215.01173478501582,50615558
2021-01-18,204.04244995117188,210.4017907465015,202.88406672699867,208.51053869484755,43021174
2021-01-19,203.4278106689453,207.82496617381818,202.2221431873505,204.7280465302808,31355580
2021-01-20,210.378173828125,211.74932879681216,204.72805206979749,205.20086512307648,48839358
2021-01-21,210.78004455566406,214.39707580510603,209.12519893846897,213.5223688073383,31822754
2021-01-22,210.75634765625,214.19194860174255,208.7186866731976,212.03581862056973,22797624
2021-01-25,207.20230102539062,213.7180966551199,206.20715843690394,210.94591889488888,14760338
2021-01-27,211.5619659423828,215.49513132880003,207.20230054649326,207.55770758002072,59180420
2021-01-28,204.66705322265625,212.5807886602508,202.48722060557495,210.0455490228263,29624870
2021-01-29,198.0327911376953,207.41554526041094,196.9191795687392,207.273373773697,31264842
2021-02-01,199.73875427246094,200.82866339846197,193.43620861740396,197.17982650505243,30163704
2021-02-02,202.9847869873047,206.39668550188753,200.75756400822664,202.81892749540773,26620996
2021-02-03,205.4252471923828,208.4817531947433,203.86146216792503,203.86146216792503,19795332
2021-02-04,203.7192840576172,207.03641596887442,202.93739157084462,205.42524050428753,14386598
2021-02-05,201.65792846679688,205.37785800432707,199.28854843799397,204.71443448857184,17358052
2021-02-08,206.27821350097656,207.4155274508382,202.01332957363826,203.93253601786907,25032680
2021-02-09,208.1974334716797,214.07349326102286,206.23085086972654,208.62391899981253,58949660
2021-02-10,208.0315704345703,210.47202901774594,206.13606637594097,209.45319847854233,21215470
2021-02-11,207.0838165283203,208.74238256458833,205.37785999870644,208.0315685490449,18474052
2021-02-12,209.45318603515625,212.86509892261034,208.31588655985402,208.5054340621465,38561668
2021-02-15,208.36328125,210.82742775255733,206.98902929220233,210.68527073835992,15689754
2021-02-16,207.3444366455078,212.2016656134173,205.56740165724824,211.34869460367182,24907596
2021-02-17,203.8614501953125,208.0315529899919,203.0558552533292,206.5625345754297,14780384
2021-02-18,205.16461181640625,206.91794426967218,203.45865539201588,203.90882889716443,16771472
2021-02-19,203.7429962158203,206.49147128827968,201.91857068562226,205.25939077038308,16957332
2021-02-22,198.41189575195312,205.11723855593618,197.1324247107973,204.09840800322613,21332174
2021-02-23,196.89549255371094,201.87119092149425,196.326835527059,198.88577768544383,17984706
2021-02-24,200.49691772460938,201.77637411515312,196.54005064215664,197.93799048197556,10120594
2021-02-25,199.64395141601562,203.2928023714035,199.24116838848065,200.496936886111,18220784
2021-02-26,194.43130493164062,198.95682912731186,193.34139598399668,198.05646767557812,23463882
2021-03-01,196.3742218017578,198.41189738550284,193.9100751495143,194.7630462096085,12843392
2021-03-02,203.9562225341797,205.23569348759867,198.19863216688918,198.88575813475262,29750468
2021-03-03,206.3730010986328,206.9179556145056,202.93740004704821,205.188311080845,17564904
2021-03-04,207.93679809570312,210.54311628472266,202.58200469197345,203.24542824777774,25927594
2021-03-05,199.43072509765625,208.50544795141377,197.60629953577168,208.50544795141377,87862344
2021-03-08,197.5589141845703,201.46839143543207,196.91917865121047,201.4447034185312,24709676
2021-03-09,198.64881896972656,200.354760948834,194.31284213177744,198.93313299187952,23811258
2021-03-10,202.20289611816406,204.09840012879022,200.44954912371568,201.91856762426056,34582736
2021-03-12,201.49209594726562,205.09354224546794,200.02307734586788,204.47750918434093,17920252
2021-03-15,202.0370330810547,203.10325406832965,197.98538465248126,201.30251661289222,15034204
2021-03-16,203.43495178222656,206.11236262994714,201.70530735303825,202.46351181093573,21347294
2021-03-17,198.862060546875,206.37299804066456,197.9380110236216,203.2928040400576,24269624
2021-03-18,194.36024475097656,200.994508964084,191.58806716961845,200.56802344269389,20165862
2021-03-19,194.52610778808594,196.0188143708858,189.28978350922586,193.7916057357467,33750804
2021-03-22,196.39791870117188,197.25088973703708,194.38394565280572,194.7867286932404,13245968
2021-03-23,196.89549255371094,200.6391103381143,195.56864544025495,197.93802561538985,23150388
2021-03-24,194.76304626464844,196.8718003604058,193.91007520431322,194.92890576569934,10280694
2021-03-25,189.3845672607422,195.09478254431363,188.4842056258639,194.62090647737244,25474258
2021-03-26,191.39854431152344,193.1992820782643,189.85844706365896,191.8250298878528,18066738
2021-03-30,198.1275634765625,199.24117499688697,191.91978482808517,191.91978482808517,26339126
2021-03-31,196.2557373046875,198.93313374139655,195.87664229935694,198.93313374139655,14890268
2021-04-01,197.32196044921875,200.37846638646235,196.3505204488951,198.48296241584248,15193886
2021-04-05,201.6105499267578,202.7715374494959,197.22719692801581,197.34566592798183,42432790
2021-04-06,202.41612243652344,203.24540540345652,200.14152351184023,202.7952318983355,16641040
2021-04-07,207.55770874023438,208.03158478758652,200.63911555658336,201.39732012465666,27735300
2021-04-08,209.50059509277344,211.32502069481353,208.50545254061078,209.42951658080798,25833228
2021-04-09,213.29159545898438,213.88394047277765,208.50544485522525,209.87968239491596,23398770
2021-04-12,204.99876403808594,213.2915941815235,203.4823550272381,213.24420368839424,30172534
2021-04-13,198.5303497314453,207.3444314845871,195.5212343339148,204.71442555204436,40840640
2021-04-15,204.09840393066406,205.87543897372805,196.65854476575012,198.50665831822707,53517782
2021-04-16,222.34263610839844,224.45137573696974,206.60994633667443,209.3110454564293,218723272
2021-04-19,224.02487182617188,226.4890327318825,218.5042194952663,219.40458097412497,87619710
2021-04-20,222.76913452148438,226.29950242536168,221.67921092699015,225.56500033075315,35461382
2021-04-22,230.61175537109375,234.33168490959204,223.47992726716018,223.47992726716018,85241858
2021-04-23,225.42282104492188,230.94347360306955,224.7830855467653,229.1427361096826,27192006
2021-04-26,227.60264587402344,229.28491441642862,226.0388607977777,227.17616034973355,18629288
2021-04-27,229.85354614257812,230.77761011966817,227.93435414283445,228.1239016489805,14418934
2021-04-28,231.86753845214844,233.71566656036856,228.052842149897,230.23267480613308,19231068
2021-04-29,232.12815856933594,233.52608407480446,230.16157608640887,233.47870804463932,15282266
2021-04-30,233.50241088867188,242.52974336367538,231.86753282081364,232.9100658585129,58231142
2021-05-03,230.9434814453125,235.04250612965916,229.00058686926974,231.22780994987582,17199462
2021-05-04,228.38453674316406,231.39363767851535,226.41793983628125,230.91976169354066,16204858
2021-05-05,232.4835662841797,235.0424937675654,229.02426284010744,229.73507683335612,23713182
2021-05-06,242.7666778564453,243.9513678995893,230.89608940876195,233.9525955046928,48827088
2021-05-07,244.16461181640625,244.78064483889295,240.492072774044,243.57226680957362,29333162
2021-05-10,249.235107421875,250.4434855314944,243.21687596790824,245.2782251594297,25088944
